job_title,company,location,job_summary,salary,post_date,job_url
Product Designer,Doctor On Demand,"Hempstead, NY",,"Deep understanding of design principles, ux patterns.
Through live video visits, our hand-picked, US-trained doctors take patient history, perform an exam, and…",https://www.indeed.com//rc/clk?jk=20854a66d33286bd&fccid=ae2532bda26af379&vjs=3,8 days ago
Lead Product Designer,ViacomCBS,"New York, NY",,"Experience collaborating with product teams (product managers, engineers, user researchers, other designers) on the vision for features/products and can turn…",https://www.indeed.com//rc/clk?jk=85e5a73cc0569d5a&fccid=30cb52ad6dd37131&vjs=3,30+ days ago
Narrative Designer,Click Therapeutics,"New York, NY",,"Collaborate with product managers, designers, UX writers, engineers, and medical research scientists to prototype and build digital treatments.",https://www.indeed.com//rc/clk?jk=bfce90676ca0d334&fccid=02291282ed5efd17&vjs=3,30+ days ago
Senior UX Designer,AKQA,"New York, NY",,"At AKQA, Senior User Experience Designers apply micro/macro, user-centric and requirements-driven thinking to collaborate with multi-disciplinary teams daily.",https://www.indeed.com//rc/clk?jk=9e86a739d8f70d3d&fccid=f3433a507ce87736&vjs=3,30+ days ago
Senior Product Designer,AT CATALYST,"New York, NY",,Our software integrates with the tools that CS teams are already using to provide one centralized view of customer data.,https://www.indeed.com//rc/clk?jk=0de2a79068043e40&fccid=79d1a9dfee39f9e2&vjs=3,24 days ago
Senior UX Designer,Takeoff Technologies,"New York, NY",,"As a member of the design team, we will rely on your product design experience, creative problem-solving skills and strong business & design acumen to achieve…",https://www.indeed.com//rc/clk?jk=ae7e0311f3387265&fccid=644308b5a50e0101&vjs=3,20 days ago
Experience Designer,ERGO,"New York, NY",,"A passionate designer with 2–4 years experience designing for various screen sizes for a responsive experience.
Perform quality assurance on final designs.",https://www.indeed.com//rc/clk?jk=4928fbe63fd20d0d&fccid=074555cbff44af1b&vjs=3,Active 5 days ago
Experience Designer,ERGO,"New York, NY",,"A passionate designer with 2–4 years experience designing for various screen sizes for a responsive experience.
Perform quality assurance on final designs.",https://www.indeed.com//rc/clk?jk=4928fbe63fd20d0d&fccid=074555cbff44af1b&vjs=3,5 days ago
Senior UX Designer,Takeoff Technologies,"New York, NY",,"As a member of the design team, we will rely on your product design experience, creative problem-solving skills and strong business & design acumen to achieve…",https://www.indeed.com//rc/clk?jk=ae7e0311f3387265&fccid=644308b5a50e0101&vjs=3,20 days ago
"Product Designer, Facebook Reality Labs",Facebook,"New York, NY",,"Give and solicit real time feedback from other designers to continually raise the quality and craftsmanship of the product.
This position is full-time.",https://www.indeed.com//rc/clk?jk=e30bd0a17f5cc89a&fccid=1639254ea84748b5&vjs=3,30+ days ago
"Senior Product Designer, Vogue Runway",Conde Nast,"New York, NY",,"We are a team of product designers with expertise in visual design, ux and interaction design, and design research.",https://www.indeed.com//rc/clk?jk=5a0e958860ed7264&fccid=7ca1385998532a85&vjs=3,30+ days ago
Freelance Senior Designer (digital and print),Ideas On Purpose,"New York, NY",,"Mentor and inspire younger designers.
Collaborate with a talented team of designers, writers, strategists and coders.
5+ years graphic design experience.",https://www.indeed.com//rc/clk?jk=d1dc8833383772ae&fccid=d3a951c5d69ea0d6&vjs=3,30+ days ago
Senior Product Designer,Life House Group,"New York, NY",,"Product designer with 6+ years of experience in UX and visual /UI.
A tablet and mobile app that efficiently guides our onsite teams through common workflows so…",https://www.indeed.com//rc/clk?jk=16628ae02116e2ad&fccid=ccd3a14640aebbbc&vjs=3,12 days ago
Senior Product Designer (Multiple Openings),Ro,"New York, NY",,"Work cross-functionally across teams by communicating visually and verbally with key-stakeholders, including non-designers.
Healthcare and Dependent Care FSA.",https://www.indeed.com//rc/clk?jk=dcdde6cef096aa12&fccid=6595db4e00c1e70f&vjs=3,30+ days ago
Senior UI/UX Designer,CVS Health,"New York, NY",,"Ability to collaborate with designers, strategists, managers, and engineers.
UX Researchers at CVS Health contribute to product design efforts and solve complex…",https://www.indeed.com//rc/clk?jk=7ec288c03998feef&fccid=be3b11aa573faee7&vjs=3,30+ days ago
Web Designer,HonorVet Technologies,United States,,"HTML coding and development for Email using responsive design and email coding best practices.
Design compelling emails based on user-centered design principles…",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CPAXerPCigbGFrKuhnd5kMF9E892YZnMhVyLV70FU6X9q2VHhXkacy4oEVJb7uP5Pyz6_Wsg6Hq5QGkyHSzhPMqxa8aFk1W5CNPWi2wUJa6B6SEVv-arJ_snz_TmGYBH8yFzBin2FQ2u9idvFpIAT0Tobc0JJJcMZNE_OKt-m5XnlbNv4VKzznGguCTMcjaSTKGUX24QD86kXROy9Zy1fcTGgihmzzEsbBR8iKgCwDWMyegq5GLJNHLg4oqYxg3ck99v588wyPmDBqE2OOXTuIyiTrLkeHDA6P5w-1mYorSI89I1JJj2kpdpBj6cfZBIpA39es2l6GoF1Z4JBFgmbnGXngx99fxZfLb3Y0sD_UxdM2Wpl1Mha8ET3p6flPlh2kbeqCrsgxPq_iIKE7Q1c_SysZNBX4GUdRZjw2OMw_U9R5J6afMw6fWZhaWjgigKdIkQmHlN42HwQpfqVF6_ix0GsX6Io0kHARUKeuOw7-RdU1F_pX8CzQGebib7bwcSTeLJpQAwFt67N65hUBsgmxUiQz5aq8eEPx-YioZoimbkb7JZY8NKrUM6JwYRvLR9prlXfdHyNwTvyJntVVYx6qicxvzl778cpvzuAeQXQDhPb2NJF9shv8FTwjRBd_V03gdrkS7FsAEOJUYOQugR0Oa5nKuPdSnqaPWcYwUBtA7JZsGdmJWoGw2VAMhm7MPfPBppT1OqGAdwR2WHbluPnHmS4p2DdJS91rtAtlp1QBYIqthQRw2JRqm1wkfXUw6sSMkavEpEtg6fHoJrsmYhz2QdipCzyG9J2x3OAcjR2otaM9Woqap3sh5K6ATW6cOMOXiSs8vt8s5dYFbpJAY7YLAAPMffDCAxAMFgAOnUQBxvRxhuHYSyFt_3Q_yMxTAq40iB6JGmlC3dmTB9OMahaFJJ-Z-_2UvwjrX7XuRH3jdDY4NTXJmwujN9dLaWGmMrM=&p=8&fvj=0&vjs=3,12 days ago
Senior UX Designer,Rockstar Games,"Manhattan, NY",,"Communicate design flows and concepts with interface designers, graphic designers, creative, and marketing directors.",https://www.indeed.com//rc/clk?jk=314a80abe27c71aa&fccid=5549c6b9723b4956&vjs=3,30+ days ago
"Sr. UX Product Designer, OneView Ad Platform",Roku,"New York, NY",,"6+ years of relevant industry experience as an interaction designer for web platforms.
Experience collaborating with teams of designers, researchers, product…",https://www.indeed.com//rc/clk?jk=bfe682628e6cf9dd&fccid=f7f27aafffbc37a6&vjs=3,26 days ago
MAS UI/UX Designer - Temp to Hire,Opus Agency,"Brooklyn, NY",,The Designer will understand and bring together a the creative intent keeping in mind the specifications of the technical needs for the user journey.,https://www.indeed.com//rc/clk?jk=69f803becb0d6ba9&fccid=a964d0ea9a8af883&vjs=3,25 days ago
UX Product Designer - FreeWheel,Comcast,"New York, NY",,"As a Product Designer you will closely collaborate with product managers, engineers and other stakeholders including working directly with clients.",https://www.indeed.com//rc/clk?jk=d0866be297e0e7f1&fccid=ea25315ee9da22e5&vjs=3,19 days ago
"Senior Product Designer, Investopedia and The Balance",Dotdash,"New York, NY",,"Work closely with designers and developers to establish and maintain a robust, component-based design system.
The ideal candidate will have a deep understanding…",https://www.indeed.com//rc/clk?jk=e7ce4e5b30512618&fccid=b909eaba32633189&vjs=3,30+ days ago
UX / UI Designer,ClockWork Logistics Systems,"Newark, NJ","$70,000 - $85,000 a year","We are looking for an experienced designer who is accomplished in both UX and UI design.
As we move to expand the scope of our solution, we need a strong…",https://www.indeed.com//company/ClockWork-Logistics-Systems/jobs/Ux-456d57551e3c8ab3?fccid=5dcfbe487dc5375e&vjs=3,30+ days ago
"Digital - Sr Conversation Designer, Associate","JPMorgan Chase Bank, N.A.","New York, NY",,"Virtual assistants are entering the financial world in a big way to help customers manage their money and make everyday banking easy, and stress-free.",https://www.indeed.com//rc/clk?jk=3dfe708066b7b1ca&fccid=aaf3b433897ea465&vjs=3,13 days ago
UX/UI Designer,Plecosystems,"New York, NY",,"Minimum of 5+ years of demonstrable experience in a UX/UI designer role.
In this role and be responsible for various parts of the UX lifecycle from start to…",https://www.indeed.com//rc/clk?jk=d6336fdbe4a828ef&fccid=767c71a9f8bd42b2&vjs=3,Active 4 days ago
Sr. Product Designer,Frame.io,"New York, NY",,"In the way that our product helps creators tell stories, our product designers use their designs to communicate our story to our customers.",https://www.indeed.com//rc/clk?jk=d16a895ee5cd6745&fccid=babf27961b57f30c&vjs=3,30+ days ago
Freelance Senior Designer (digital and print),Ideas On Purpose,"New York, NY",,"Mentor and inspire younger designers.
Collaborate with a talented team of designers, writers, strategists and coders.
5+ years graphic design experience.",https://www.indeed.com//rc/clk?jk=d1dc8833383772ae&fccid=d3a951c5d69ea0d6&vjs=3,30+ days ago
Senior Product Designer (Multiple Openings),Ro,"New York, NY",,"Work cross-functionally across teams by communicating visually and verbally with key-stakeholders, including non-designers.
Healthcare and Dependent Care FSA.",https://www.indeed.com//rc/clk?jk=dcdde6cef096aa12&fccid=6595db4e00c1e70f&vjs=3,30+ days ago
Senior Product Designer,Away,"New York, NY",,"The ideal candidate will lead the development of product solutions, providing strategic input on the direction of digital product, and articulating the UX…",https://www.indeed.com//rc/clk?jk=a8791355576a7c3b&fccid=a972580043b07190&vjs=3,30+ days ago
Marketing Designer,LeagueApps,"New York, NY",,"Beyond FundPlay, we advocate for accessibility and equity through PLAYS, a movement we helped launch and lead to mobilize the industry in spring 2020, and by…",https://www.indeed.com//rc/clk?jk=23364429d0d10644&fccid=95859149095eccf3&vjs=3,30+ days ago
"Senior Product Designer, Ad Experience",The New York Times,"New York, NY",,"This new role, which reports into the Product Design function, joins a multidisciplinary team within the Advertising Mission dedicated to the quality of our…",https://www.indeed.com//rc/clk?jk=6314eb5ec191cb17&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
Product Designer,Ramp,"New York, NY",,"Contribute and develop our internal design internship program, where you will mentor the next generation of product designers.",https://www.indeed.com//rc/clk?jk=63349d15de4a38df&fccid=c5a99dfabd909b70&vjs=3,30+ days ago
"Senior Product Designer, Trial Experience",Squarespace,"New York, NY",,"Product designers at Squarespace are embedded within teams alongside product managers and engineers.
The Trial Experience team is responsible for guiding,…",https://www.indeed.com//rc/clk?jk=6e835628ebe3e164&fccid=10c1f2532daaed15&vjs=3,11 days ago
Creative Designer,Bizzabo,"New York, NY",,"You will work with other designers, content writers, sales and marketing people, and inspire them by sharing ideas and developing effective solutions to…",https://www.indeed.com//rc/clk?jk=ab18c2b5f6301719&fccid=f8a1a1429ae33faf&vjs=3,30+ days ago
Senior Product Designer,AT&T,"New York, NY",,"You’ll lead the design of projects throughout the entire lifecycle, and collaborate closely with other Designers, Engineers, Product Managers and more.",https://www.indeed.com//rc/clk?jk=68936da627fdc591&fccid=25b5166547bbf543&vjs=3,20 days ago
Senior UX/UI Product Designer,SIMON Markets,"New York, NY",,SIMON is looking for a Senior UX/UI Product Designer with a strong interest and capability in designing highly innovative and engaging user experiences for our…,https://www.indeed.com//rc/clk?jk=4e7c0b0e2da96fdc&fccid=2450f074763f2a1a&vjs=3,10 days ago
Graphic Designer,Alpha Industries Inc.,"New York, NY",,This role encompasses seasonal concept development to creating sales support tools in support of the company’s goals to increase brand awareness and drive sales…,https://www.indeed.com//rc/clk?jk=e4485cbc8ca903e9&fccid=0d1213ac9c5a5040&vjs=3,30+ days ago
Narrative Designer,Click Therapeutics,"New York, NY",,"Collaborate with product managers, designers, UX writers, engineers, and medical research scientists to prototype and build digital treatments.",https://www.indeed.com//rc/clk?jk=bfce90676ca0d334&fccid=02291282ed5efd17&vjs=3,30+ days ago
"Staff Content Designers (Remote, Americas)",Shopify,"New York, NY",,"We’re looking for a staff level content designer to plan and create interface content for Shopify products, and contribute to our team's skills and growth.",https://www.indeed.com//rc/clk?jk=c9eb714d3a7f831e&fccid=d5a5824be27ba831&vjs=3,11 days ago
Senior Designer,Guardian Life Insurance Company,"New York, NY",,"Be part of the design process including planning, prioritizing, and scheduling design releases.
Design UX with a conversion optimization focused mindset.",https://www.indeed.com//rc/clk?jk=62594ec284308f37&fccid=64294ff4323ee213&vjs=3,27 days ago
Product Designer – Consumer Digital,Mount Sinai,"New York, NY",,"Work autonomously and act as a mentor for other junior designers.
You have mentored other designers both in their work and their careers.",https://www.indeed.com//rc/clk?jk=ed6e886b64914877&fccid=c007936ceb766fe5&vjs=3,30+ days ago
"Senior UX Designer, Digital User Experience - Opportunity for Working Remotely Newark, NJ",VMware Design,"Newark, NJ",,"Conduct thoughtful, resource-efficient user research and usability testing to uncover problems or validate designs.
Experience with large-scale projects.",https://www.indeed.com//rc/clk?jk=3e9c527462d2525c&fccid=1384bd1d8a4616db&vjs=3,30+ days ago
Lead User Experience Designer,Prudential,"Newark, NJ",,"Guide, coach and inform on all design opportunities with developers, ux writers, marketing and product stakeholders.
UserZoom (or similar testing software).",https://www.indeed.com//rc/clk?jk=d91ffb3367b939bb&fccid=4144c0c6235e4037&vjs=3,25 days ago
Product Manager: User Experience Design,Bank of America,"New York, NY",,"The CashPro organization, part of the larger Global Transaction Services division, oversees the development and execution of comprehensive strategies supporting…",https://www.indeed.com//rc/clk?jk=7724d4c76ca0b010&fccid=5bd99dfa21c8a490&vjs=3,30+ days ago
Product Designer – Business Process & Technology,Facebook,"New York, NY",,"Give and solicit feedback from other designers in order to continually raise our bar for quality.
In this role, you’ll be working together with your…",https://www.indeed.com//rc/clk?jk=55a8a8c1e1cd759b&fccid=1639254ea84748b5&vjs=3,30+ days ago
Product Designer,Ribbon,"New York, NY",,"Take broad, conceptual ideas and turn them into something useful and valuable for our customers.
Design flows and experiences that are incredibly simple and…",https://www.indeed.com//rc/clk?jk=844b4dd9992f6a0b&fccid=84ca36f16e65e927&vjs=3,30+ days ago
Senior UX Designer,Aetion,"New York, NY",,"To power critical decision in healthcare with data science-driven technology.
We partner with global life sciences customers to improve time-to-market for…",https://www.indeed.com//rc/clk?jk=a8b6ee737ac58dc1&fccid=0becebfcef8dc9f2&vjs=3,11 days ago
Graphic Designer,MOUTH,"Brooklyn, NY",,"We’re looking for a creative to assist in graphic design for all areas of Mouth.com and related projects, including site and UX, digital and print marketing,…",https://www.indeed.com//rc/clk?jk=17ae5d2b359ae218&fccid=af352383830b36fa&vjs=3,5 days ago
UI/UX Designer,CrossBorder Solutions,"New York, NY",,CrossBorder Solutions is looking for an experienced UX/UI Designer in New York City to report into Product Management.,https://www.indeed.com//rc/clk?jk=f7d4dcf5c59a27d2&fccid=464549299729088d&vjs=3,11 days ago
Head of Product Design,Job Portal for HFHP,"New York, NY",,"This role reports to our SVP of Product in our NYC office.
Advocate for design and user experience by helping leaders across the business make evidence-based…",https://www.indeed.com//rc/clk?jk=19f8b160167f0794&fccid=5bc8e4b74c0bb4d6&vjs=3,13 days ago
Product Designer,Kargo,"New York, NY",,"With a strong background in human-centered design and visual design, this role will support the design and improvements for all of Kargo’s products including KM…",https://www.indeed.com//rc/clk?jk=b68a43b4a6d59497&fccid=5abb1266216c6970&vjs=3,24 days ago
UI / UX Designer,Addepar,"New York, NY",,Addepar is looking for a talented Mid-Level UI designer to create visually stunning and highly intuitive products that will bridge the gap between our prospect…,https://www.indeed.com//rc/clk?jk=9ec71b7290b930ae&fccid=cd9121ddd97de9e8&vjs=3,30+ days ago
"Director, User Experience & Design",NBCUniversal,"New York, NY",,"Empowers designers to learn, and creates an environment that facilities shared learnings.
You will manage a team of highly skilled product designers who are…",https://www.indeed.com//rc/clk?jk=573ebbfa7f9fc684&fccid=35d653c09c2712b6&vjs=3,13 days ago
Senior Digital Designer,SARANKCO,"New York, NY",,"A Senior Digital Designer with an outstanding, conceptual portfolio and working knowledge of HTML/CSS/JS.
The Senior Digital Designer will serve as design lead…",https://www.indeed.com//rc/clk?jk=e019c843c5f6b25c&fccid=a61269ef6cb614b9&vjs=3,30+ days ago
Senior Product Designer,ButterflyMX,"New York, NY",,"You will also be responsible for design on a dedicated area of our product and will explore complex real-world interactions with hardware, software, and mobile…",https://www.indeed.com//rc/clk?jk=8f2dfdd1e498f173&fccid=f68a45fb53e4eded&vjs=3,30+ days ago
Senior Graphic Designer,American Management Association Intl,"New York, NY",,"Organizations worldwide, including the majority of the Fortune 500, turn to AMA as their trusted partner in professional development and draw upon its…",https://www.indeed.com//rc/clk?jk=4865447e16ea8f5d&fccid=be5d37efc0f2261c&vjs=3,12 days ago
UX Interaction Designer - Remote Opportunity,Pitney Bowes,"New York, NY",,"In this role, you’ll take on complex tasks and transform them into intuitive, accessible and easy-to-use designs for our clients around the world.",https://www.indeed.com//rc/clk?jk=c635aa75b851e794&fccid=9ef8c0dc355e8022&vjs=3,30+ days ago
Product Design Manager,WW International,"New York, NY",,"Appropriately delegate tasks and maintain a steady influence on your team’s output while helping them become skilled, efficient designers.",https://www.indeed.com//rc/clk?jk=9fcc5d56a0e72056&fccid=dd616958bd9ddc12&vjs=3,30+ days ago
"Sr Product Designer, Peacock Product Design, Viewing Experience",NBCUniversal,"New York, NY",,As part of the product team you’ll focus on user-centered design principles and a “don’t make me think” understanding of usability to concept and create UX/UI…,https://www.indeed.com//rc/clk?jk=bd12b04ef876c22b&fccid=35d653c09c2712b6&vjs=3,13 days ago
UX Researcher / Designer,CoinDesk,"New York, NY",,"You'll work with stakeholders across functions and levels and impact all stages of product development.
You are very well versed in design and UX software (e.g.…",https://www.indeed.com//rc/clk?jk=0fdb37f659a0c82c&fccid=c5cee4c62d15ef46&vjs=3,30+ days ago
Product Designer,Ramp,"New York, NY",,"Contribute and develop our internal design internship program, where you will mentor the next generation of product designers.",https://www.indeed.com//rc/clk?jk=63349d15de4a38df&fccid=c5a99dfabd909b70&vjs=3,30+ days ago
UI Designer,Peloton,"New York, NY",,"Work in combination with Senior and Lead designers on larger feature sets and new product design initiatives.
Peloton is seeking a UI Designer to create simple,…",https://www.indeed.com//rc/clk?jk=67e994cd6dc1deaf&fccid=8899ecbdba2d0a5e&vjs=3,30+ days ago
Senior UX Designer,3Pillar Global,"New York, NY",,"Raising the profile and profitability of user research by helping train other designers in user research, and being an evangelist for putting the user in front…",https://www.indeed.com//rc/clk?jk=350a37f529852122&fccid=a0f4f1afa351ffb5&vjs=3,30+ days ago
Senior Product Designer,Thrive Global,"New York, NY",,"Work with designers across product teams and lead broad, organizational-wide initiatives, such as improving Thrive Global’s design system and design practices.",https://www.indeed.com//rc/clk?jk=f7463fe36f7470fa&fccid=dc3ce751e2167983&vjs=3,30+ days ago
Web Designer,HonorVet Technologies,United States,,"HTML coding and development for Email using responsive design and email coding best practices.
Design compelling emails based on user-centered design principles…",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CPAXerPCigbGFrKuhnd5kMF9E892YZnMhVyLV70FU6X9q2VHhXkacy4oEVJb7uP5Pyz6_Wsg6Hq5QGkyHSzhPMqxa8aFk1W5CNPWi2wUJa6B6SEVv-arJ_snz_TmGYBH8yFzBin2FQ2u9idvFpIAT0Tobc0JJJcMZNE_OKt-m5XnlbNv4VKzznGguCTMcjaSTKGUX24QD86kXROy9Zy1fcTGgihmzzEsbBR8iKgCwDWMyegq5GLJNHLg4oqYxg3ck99v588wyPmDBqE2OOXTuIyiTrLkeHDA6P5w-1mYorSI89I1JJj2kpdpBj6cfZBIpA39es2l6GoF1Z4JBFgmbnGXngx99fxZfLb3Y0sD_UxdM2Wpl1Mha8ET3p6flPlh2kbeqCrsgxPq_iIKE7Q1c_SysZNBX4GUdRZjw2OMw_U9R5J6afMw6fWZhaWjgigKdIkQmHlN42HwQpfqVF6_ixcdFzXE8kw3S6GBvt9t-S1lJcghnMOzLF6C_6pqkDw7O_U3twZ9Hl7nqu1_ILw6vMJWml7Ue-j5CeWcwbow3jmX6hsHUnxzeJKsX3W4aCS_kxdK306HzweK0G1lBsM89EpnAR1-IzcnVFFFvWtWBQfVLzmmQgrCf7PTjVccMqDIfH3H9vpaQuu18rDTfH3af_CqzGvYsobAzKlNcMXBl8dfQu_nHF8FljeXEa4yt5UN50R9-g0qpv4RYFMLfG9aFmWpk85VQuN4ShIeZcmgoEFCTrpFUJIDrfI_JlEXYcErshDGnJMxxKVKqsDQZDBuwkOufjHz5Z1Tk_Mw-0Wd0oTY2nC3PJI3jqBQMdDzL5XXIgg7CpazIjuEK3Yoi0rY3RxKYzdoXxOfUQQARKrFVcbSDz3s0Gpg1hvCkL_rDVBaFOm6csNLlnHQMy0UKiHc5WasVmlaZoHmDT7_J9i7woenKr-SRzwPk4ewR9Vr0lLXU=&p=11&fvj=0&vjs=3,12 days ago
Digital User Experience Visual Designer,Marsh and McLennan,"Hoboken, NJ",,"Marsh McLennan is seeking applicants for a Digital User Experience, Visual Designer.
This role encompasses multiple disciplines and will work on a wide range of…",https://www.indeed.com//rc/clk?jk=1ff260a4c5ed30ac&fccid=d46039b952140fd4&vjs=3,17 days ago
Senior Product Designer,Klarna,"New York, NY",,"As a designer, you will oversee the design vision and execution for one of the problem space teams and work closely with product managers, engineers, designers,…",https://www.indeed.com//rc/clk?jk=32e74db89639cf4d&fccid=e327fa7aabb6e920&vjs=3,5 days ago
Web Designer,Color Street HQ and Innovative Cosmetic Concepts,"Clifton, NJ",,"The Web Designer will be responsible for designing a responsive, mobile-first eCommerce website that aligns with our brand and vision.",https://www.indeed.com//rc/clk?jk=00f9efc61a025c3f&fccid=583ed123e707ecd5&vjs=3,30+ days ago
UI Designer,Peloton,"New York, NY",,"Work in combination with Senior and Lead designers on larger feature sets and new product design initiatives.
Peloton is seeking a UI Designer to create simple,…",https://www.indeed.com//rc/clk?jk=67e994cd6dc1deaf&fccid=8899ecbdba2d0a5e&vjs=3,30+ days ago
Senior UX Designer,3Pillar Global,"New York, NY",,"Raising the profile and profitability of user research by helping train other designers in user research, and being an evangelist for putting the user in front…",https://www.indeed.com//rc/clk?jk=350a37f529852122&fccid=a0f4f1afa351ffb5&vjs=3,30+ days ago
Senior Product Designer,Klarna,"New York, NY",,"As a designer, you will oversee the design vision and execution for one of the problem space teams and work closely with product managers, engineers, designers,…",https://www.indeed.com//rc/clk?jk=32e74db89639cf4d&fccid=e327fa7aabb6e920&vjs=3,5 days ago
Digital User Experience Visual Designer,Marsh and McLennan,"Hoboken, NJ",,"Marsh McLennan is seeking applicants for a Digital User Experience, Visual Designer.
This role encompasses multiple disciplines and will work on a wide range of…",https://www.indeed.com//rc/clk?jk=1ff260a4c5ed30ac&fccid=d46039b952140fd4&vjs=3,17 days ago
Director of Product Design,Click Therapeutics,"New York, NY",,"Recruit talented designers for your team.
7+ years of experience as a product designer.
4+ years of experience managing design teams and product designers in a…",https://www.indeed.com//rc/clk?jk=a312e139b4517861&fccid=02291282ed5efd17&vjs=3,30+ days ago
Web Designer,Color Street HQ and Innovative Cosmetic Concepts,"Clifton, NJ",,"The Web Designer will be responsible for designing a responsive, mobile-first eCommerce website that aligns with our brand and vision.",https://www.indeed.com//rc/clk?jk=00f9efc61a025c3f&fccid=583ed123e707ecd5&vjs=3,30+ days ago
Senior UX Designer,Wunderman Thompson,"New York, NY",,Possess excellent Sketch skills for wireframing and collaboration with visual designers on final comps and Invision for prototyping.,https://www.indeed.com//rc/clk?jk=e1abdb31d014e1dd&fccid=fb09a4b702935704&vjs=3,3 days ago
Senior UX Designer,Omnicom Health Group,"New York, NY",,Develops prototypes with an innovative look and feel; structures information filtering and retrieval; coordinates scripts and graphics with writers and…,https://www.indeed.com//rc/clk?jk=ca3fef1d861027e1&fccid=3a58a6877f80f179&vjs=3,25 days ago
Sr UI Designer,Aquent,"New York, NY",,"5+ years as a UI, interaction, product or digital designer with a focus on user centered design.
We are looking for a designer who has experience with light…",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DMrcEu7yrtATojKJA7cEzGQ3FdRGWLh0CZQInL4ECGI52ZyweAoyPmdD8SPg-eEdwBqoOF7b36-71I9KpcMfwcBVAHP1geyOuoBJi8gEInLYX36qa74uxQP7tvk6iUuhv6amXthUX-awxxmPR7uNGaH9D9khTbaUBMU9GDGX5Si-peadBDcZapMIc-MhRu3eFy2GndF_xmCevrEB2lSxNdwwpsMV5UVnw5XQIfWB1a67bsf7X_XHwb3lpxsmGISwP_zYUkyIEv9-3l2aFke8JWOXIGn-y9Gf4711F_BxXbbAgPQoC2xdFoa6SCvoR5GG4SSzNFhG9LBzU8yWk9QXLVdq0JlK19aw6luR3bsiE3JtJ2zi8r0FOwNTKxJY5T2FLj7zZ3Y9Jy_Tw6M4wFMjp-DwbDqiJCnHY=&p=8&fvj=0&vjs=3,30+ days ago
"Lead Product Designer, NYT Homepage",The New York Times,"New York, NY",,"Balance contributing individual work and guiding direction of other designers.
The group is comprised of designers, engineers, data analysts, product managers…",https://www.indeed.com//rc/clk?jk=0bed6bb8d8ba46f7&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
Product Designer II,Dataminr,"New York, NY",,"Work autonomously and act as a mentor for other designers.
Dataminr puts real-time AI and public data to work for our clients, generating relevant and…",https://www.indeed.com//rc/clk?jk=34f4bd49f359e020&fccid=181ae1a6390e21b5&vjs=3,9 days ago
Lead Experience Designer,Bank of America,"New York, NY",,"Collaborate with a team of designers in creating visions, concepts, and selling partners on the great work the UX organization does.",https://www.indeed.com//rc/clk?jk=414b79c7837a185e&fccid=5bd99dfa21c8a490&vjs=3,27 days ago
Product Designer,Alfred,"New York, NY",,"You're a designer equally invested in crafting visual and user experience design.
Product Designers at Hello Alfred drive our creative vision and strategy;…",https://www.indeed.com//rc/clk?jk=a9d69c9d811a1ee4&fccid=8ebab26147bf9c55&vjs=3,30+ days ago
Product Designer,CoinDesk,"New York, NY",,"Work with other designers to raise the quality bar and contribute to our design system of components, styles, and interactions.",https://www.indeed.com//rc/clk?jk=ed409236c0795883&fccid=c5cee4c62d15ef46&vjs=3,30+ days ago
"Digital - Vice President, User Experience Design Lead","JPMorgan Chase Bank, N.A.","Jersey City, NJ",,"Lead workshops with designers, researchers and internal stakeholders to identify key problems to solve and gather feedback on design concepts.",https://www.indeed.com//rc/clk?jk=d2cc994789b64bcf&fccid=aaf3b433897ea465&vjs=3,7 days ago
Senior Visual Designer NY,Smart Design,"Brooklyn, NY",,"To create a strong emotional impact, our designers also understand the importance of having a true north star or vision.",https://www.indeed.com//rc/clk?jk=676ee2c4a33aea1f&fccid=237dbd304ae9a192&vjs=3,3 days ago
"Sr. Director, User Experience Design",Memorial Sloan-Kettering Cancer Center,"New York, NY",,"Build and develop a high performing team of designers and provide design leadership and direction.
This role is apart of our reactivation phase and is currently…",https://www.indeed.com//rc/clk?jk=5b9848108e6c0868&fccid=1320c50b75f44505&vjs=3,29 days ago
"Director of Product, Design System",The New York Times,"New York, NY",,"You should have a record of managing other team members, communicating both horizontally and vertically, and working with engineers, designers, data scientists…",https://www.indeed.com//rc/clk?jk=5c5814e47b284e85&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
User Interface (UI) & Visual Designer Associate,Sterling National Bank,"New York, NY",,"As the Associate User Interface (UI) and Visual Designer, you will report to the Managing Director of User Experience and work collaboratively with UX designers…",https://www.indeed.com//rc/clk?jk=308ea2df458b4817&fccid=b41afca20fb759d9&vjs=3,30+ days ago
Senior UX Product Designer,ION,"New York, NY",,"You will work in a customer-facing environment solving complex challenges.
You will be responsible for every aspect of a system's user experience - the overall…",https://www.indeed.com//rc/clk?jk=2ab17c4d39cdc174&fccid=363d27976f5fa667&vjs=3,30+ days ago
Senior UX/UI Designer (Contract),Rightpoint,"New York, NY",,"**Please note, this is a contract role, scheduled for approximately 3 months with the possibility of hiring on directly***.
Mastery in the Adobe After Effects.",https://www.indeed.com//rc/clk?jk=006aac4714fb597f&fccid=2b49d010914e52cf&vjs=3,13 days ago
